FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
24.3,180.17,57.4,1.79,21.1,95.95,8.61,0.48
68.2,238.61,599.3,1.39,30.5,56.9,6.68,5.74
45.2,200.4,342.7,0.48,30.49,99.89,2.33,1.37
31.0,196.62,855.3,1.78,36.19,56.69,8.57,2.89
67.4,224.56,368.4,0.42,23.22,56.37,2.02,6.14
37.7,90.23,397.8,1.95,30.13,54.61,9.38,1.44
71.9,123.88,834.2,0.13,14.25,44.5,0.64,0.73
80.1,46.04,402.3,1.03,24.68,56.33,4.94,3.6
86.5,273.19,13.5,1.42,18.39,44.38,6.84,5.1
77.4,65.92,515.0,0.25,22.74,56.03,1.19,5.3
38.2,13.38,54.8,0.09,24.5,42.02,0.42,3.82
65.1,6.47,74.6,0.18,38.85,77.94,0.86,4.6
49.5,179.32,132.7,1.81,30.29,89.21,8.7,5.98
83.0,252.32,755.7,1.51,13.76,36.44,7.28,0.33
29.8,283.58,237.4,0.09,27.95,84.29,0.44,6.09
66.0,280.03,857.9,1.77,36.4,52.63,8.53,5.86
33.5,26.26,247.5,0.28,11.07,72.37,1.36,5.65
27.5,54.06,260.1,1.77,36.83,94.46,8.5,1.55
80.3,80.59,672.7,0.84,30.1,77.69,4.02,5.76
62.1,256.23,581.4,1.4,21.57,51.39,6.73,4.14
50.8,73.3,852.9,0.93,32.39,49.82,4.49,1.11
30.0,259.33,235.2,1.6,23.45,82.4,7.67,3.28
78.1,240.69,345.6,0.73,11.78,52.85,3.51,5.21
22.3,120.6,133.5,0.85,18.32,53.91,4.09,2.78
54.4,156.9,842.1,1.96,22.16,73.44,9.4,4.73
32.7,273.15,517.8,1.45,38.9,82.19,6.96,4.98
32.2,65.14,391.6,0.47,17.47,51.41,2.25,5.48
27.5,168.81,609.5,0.65,25.92,49.24,3.14,0.91
57.3,40.36,740.2,1.94,14.04,62.1,9.35,4.86
40.7,188.47,802.1,1.89,22.58,74.28,9.11,0.13
91.0,95.82,612.2,0.26,30.38,81.78,1.27,1.72
48.7,151.35,236.7,1.62,14.77,79.8,7.77,0.86
46.0,54.96,562.7,1.86,25.69,86.57,8.92,5.93
49.0,95.48,614.5,0.78,32.49,51.34,3.76,2.28
66.0,277.05,398.8,0.39,20.44,38.97,1.87,4.05
39.6,182.32,368.6,0.74,16.13,58.33,3.58,3.1
64.7,204.81,660.0,0.78,11.6,89.27,3.73,0.24
37.0,290.07,432.6,0.98,33.82,54.81,4.73,3.14
26.8,35.24,352.0,1.16,12.13,93.91,5.56,1.39
56.4,70.18,705.6,1.73,20.05,96.48,8.32,1.09
72.0,209.47,742.4,1.77,10.9,34.31,8.49,3.9
82.7,96.68,826.0,0.91,26.89,54.84,4.37,4.57
57.0,132.88,120.6,0.92,22.26,66.97,4.4,5.01
79.6,13.4,736.2,0.15,33.58,71.12,0.71,4.52
91.7,4.71,494.9,1.01,31.28,47.18,4.85,5.91
93.8,246.05,43.8,1.03,23.41,45.78,4.95,4.43
33.7,75.58,546.2,0.4,26.5,64.97,1.92,3.24
42.1,181.53,580.5,1.04,22.15,98.68,5.02,1.75
58.9,18.0,277.1,0.47,28.0,68.17,2.26,6.14
83.7,55.44,598.9,0.14,24.84,67.45,0.66,5.51
60.3,53.37,154.1,1.49,25.39,47.99,7.15,5.54
61.0,41.09,32.8,1.13,33.34,88.12,5.43,1.87
86.0,277.08,272.2,1.4,31.81,50.63,6.71,5.74
40.9,114.43,286.9,1.11,13.94,46.43,5.33,5.82
57.5,197.27,49.3,1.9,34.19,74.9,9.12,0.51
83.6,3.87,722.8,0.84,19.94,43.36,4.02,1.91
65.9,73.72,129.6,0.18,34.38,60.44,0.88,4.74
65.7,128.72,588.8,1.34,22.13,92.08,6.46,3.18
43.4,247.07,827.3,1.51,28.04,70.48,7.24,4.99
68.8,74.86,56.6,1.93,15.2,43.86,9.28,0.19
81.9,90.94,816.4,1.95,23.25,54.93,9.36,1.8
27.4,164.87,28.5,0.74,33.82,98.2,3.55,2.87
65.5,262.45,119.4,0.2,19.39,90.45,0.94,5.96
75.3,182.06,181.1,0.46,18.26,58.91,2.22,3.78
26.8,208.92,78.2,0.18,16.52,97.74,0.86,4.95
32.2,140.44,640.0,0.62,31.37,54.56,3.0,2.71
67.8,230.3,635.5,1.58,19.03,34.71,7.61,4.1
82.9,149.88,12.6,1.03,37.84,70.03,4.93,2.61
68.7,189.27,602.1,1.84,33.92,30.39,8.85,1.54
54.6,126.55,301.2,0.12,30.34,80.52,0.6,5.26
52.9,34.3,505.6,1.36,14.08,59.05,6.56,4.15
77.4,11.4,489.0,1.81,30.81,33.81,8.68,2.3
70.1,144.61,285.0,1.09,38.15,85.35,5.26,2.64
36.5,69.11,569.9,1.06,13.61,60.75,5.09,1.72
70.9,200.6,433.8,1.63,31.55,80.7,7.85,6.02
49.7,256.38,779.9,0.68,37.75,48.75,3.29,3.05
30.3,189.35,116.9,0.24,19.41,66.12,1.15,5.92
74.7,99.52,78.5,0.95,33.93,71.67,4.56,0.1
25.6,70.85,379.8,1.75,18.39,40.77,8.39,1.49
49.9,84.38,583.6,1.64,35.72,69.76,7.87,5.16
41.6,255.6,162.2,0.57,12.29,72.38,2.76,0.35
72.7,286.11,715.1,1.81,23.12,62.55,8.72,4.41
21.4,5.63,677.2,1.46,33.07,37.28,7.01,5.54
81.3,225.55,827.7,0.88,33.93,43.27,4.24,5.68
58.2,21.21,827.9,1.25,39.92,68.37,6.02,3.77
93.9,213.39,572.6,0.14,27.98,60.59,0.65,1.3
95.5,132.39,839.3,1.68,21.78,79.19,8.08,3.11
34.3,246.84,701.8,0.92,31.02,45.37,4.43,1.4
35.7,1.21,525.9,1.28,23.85,97.59,6.16,4.42
19.4,175.45,459.7,1.83,33.08,41.1,8.79,3.69
95.2,89.37,827.6,1.53,29.33,39.54,7.36,2.16
38.2,246.03,649.5,0.66,27.57,74.71,3.19,3.75
64.9,48.41,571.2,1.56,27.25,39.15,7.5,5.59
90.7,218.3,36.9,1.77,38.17,72.38,8.52,0.11
46.1,37.2,436.2,1.65,36.85,52.72,7.94,4.67
62.2,262.35,787.4,1.52,18.32,90.21,7.3,0.82
92.8,252.88,842.6,0.86,15.19,82.7,4.13,5.99
38.6,105.72,644.0,1.29,35.06,59.19,6.2,0.48
90.1,15.72,46.7,1.18,28.99,55.95,5.68,3.56
53.9,116.7,494.4,0.32,22.62,75.54,1.56,4.04
86.6,113.64,456.5,0.43,27.84,63.13,2.08,4.16
69.6,132.52,823.2,1.28,16.85,84.22,6.16,3.66
63.6,136.85,135.7,0.77,26.45,51.87,3.72,0.25
80.8,12.34,268.9,1.93,23.12,99.84,9.28,5.27
60.3,132.21,328.7,0.7,33.21,40.28,3.36,4.35
94.8,181.62,337.6,1.31,14.54,34.21,6.31,0.47
40.1,129.96,218.3,1.79,34.44,98.13,8.61,6.1
84.5,192.11,731.1,1.09,23.5,90.45,5.22,4.68
58.8,169.87,772.4,0.66,38.25,44.27,3.19,0.04
63.3,287.08,731.1,0.83,12.16,73.38,4.0,0.74
33.4,65.15,841.3,1.58,19.3,98.58,7.58,6.23
74.3,282.92,680.8,1.09,25.01,41.76,5.25,4.5
36.7,258.5,277.5,1.81,12.0,85.94,8.72,5.18
50.4,116.03,208.7,1.84,20.22,91.44,8.83,5.89
59.8,32.44,853.5,0.18,36.4,96.61,0.85,6.27
33.2,42.98,683.8,0.26,34.42,57.73,1.24,3.92
80.5,90.43,52.2,1.02,22.04,93.62,4.88,1.69
70.7,255.39,562.8,0.87,21.03,78.67,4.17,1.34
56.3,242.25,509.1,1.93,32.17,54.96,9.27,2.38
36.2,14.99,562.7,1.48,39.85,74.7,7.11,5.36
47.6,221.16,582.7,1.72,17.69,94.87,8.27,6.34
75.8,80.53,289.8,1.44,31.8,53.48,6.92,2.07
25.8,213.25,109.5,0.39,11.44,84.23,1.89,5.84
29.5,273.0,709.2,0.41,36.8,95.75,1.96,2.91
48.0,17.41,464.2,1.42,11.0,92.13,6.81,0.21
47.8,86.26,650.4,1.19,22.42,74.95,5.72,0.81
36.4,274.61,838.4,0.34,17.28,63.97,1.62,4.93
65.0,188.24,241.7,0.34,30.78,43.28,1.63,6.29
61.3,249.84,610.7,0.19,10.07,50.63,0.9,1.62
25.5,155.02,79.5,0.33,18.4,57.07,1.6,5.3
57.4,35.28,849.4,0.98,18.58,33.84,4.71,3.14
76.2,15.42,557.8,1.31,13.22,30.88,6.28,3.66
61.0,83.56,227.7,0.56,14.44,96.46,2.69,1.25
25.0,234.19,777.5,0.84,10.6,49.49,4.03,0.88
57.3,90.68,47.4,1.5,13.67,42.33,7.21,5.02
39.0,99.73,470.0,0.95,16.05,30.49,4.58,5.78
63.3,107.06,90.6,1.03,15.95,81.49,4.97,6.34
56.9,141.69,292.9,0.92,27.54,39.14,4.42,5.16
94.3,49.25,556.7,1.7,20.32,62.71,8.15,5.53
51.2,239.95,253.6,0.32,29.22,58.31,1.53,4.8
89.3,262.82,767.1,1.58,20.2,96.71,7.58,5.87
21.4,221.96,606.9,1.18,12.69,65.27,5.66,4.78
73.3,109.34,426.0,1.47,39.75,77.63,7.09,4.01
87.4,141.53,629.7,1.76,11.2,82.06,8.44,3.21
86.9,140.01,372.2,1.35,36.4,79.72,6.49,1.15
83.5,138.43,120.8,0.46,20.65,76.09,2.2,3.22
75.2,144.11,482.1,0.85,39.13,59.03,4.07,5.27
59.6,5.38,261.2,1.84,17.63,97.54,8.83,5.41
28.7,39.87,373.1,1.84,19.39,43.56,8.87,4.89
79.6,123.77,742.2,0.24,37.55,93.2,1.13,0.01
74.4,57.51,762.2,0.59,26.18,52.99,2.85,1.57
60.3,251.04,57.7,0.24,23.38,51.9,1.15,2.71
78.2,172.97,546.2,0.53,27.06,69.02,2.53,3.34
84.7,64.5,212.4,1.3,12.89,35.3,6.27,4.56
69.0,157.42,682.8,1.45,35.82,81.4,6.97,4.75
71.9,57.86,568.2,0.29,16.55,41.06,1.39,0.91
58.7,166.83,264.1,0.63,33.91,97.46,3.01,0.76
76.6,60.69,599.0,0.13,32.71,76.78,0.63,0.34
39.1,207.58,802.2,1.91,10.25,58.95,9.17,0.97
85.5,270.08,482.7,1.33,16.85,86.04,6.41,5.83
45.9,7.33,332.7,0.31,29.39,58.17,1.49,1.23
83.1,237.2,267.8,0.75,38.8,58.07,3.61,5.82
28.5,103.1,420.4,1.88,28.54,94.04,9.03,5.77
31.5,28.63,737.2,1.29,12.78,63.46,6.22,4.57
68.9,238.99,391.6,1.77,33.37,35.87,8.53,4.34
22.8,161.39,852.0,0.76,30.5,40.01,3.65,2.19
49.0,85.71,756.2,1.5,27.0,68.02,7.21,0.32
41.1,195.69,487.3,0.58,37.77,54.54,2.8,5.24
74.5,237.62,509.4,1.26,32.03,87.84,6.04,5.45
96.0,85.79,790.4,1.58,36.34,64.02,7.6,1.03
44.4,251.46,684.4,1.66,26.7,62.16,7.99,0.54
61.7,210.3,519.1,1.44,35.2,38.15,6.94,2.82
78.9,259.95,613.4,1.07,20.86,65.53,5.14,1.95
68.0,68.13,443.5,0.19,21.39,85.71,0.93,1.24
93.9,36.08,485.2,1.09,37.97,61.43,5.24,3.12
90.6,115.75,154.3,0.17,34.21,63.73,0.81,1.21
60.3,111.24,613.5,1.31,19.17,77.4,6.3,0.51
31.9,184.23,154.6,1.02,28.25,77.08,4.89,2.79
72.0,22.44,36.4,1.41,24.74,89.32,6.79,2.17
67.1,148.63,567.4,0.35,26.69,67.26,1.66,0.58
47.6,186.57,773.9,1.75,31.74,48.75,8.43,3.25
59.3,150.16,677.4,0.57,33.43,57.54,2.76,5.3
76.6,123.9,616.9,1.5,36.7,62.28,7.23,5.53
24.5,288.83,821.4,1.89,25.49,44.64,9.07,0.14
60.7,60.51,109.2,0.57,11.44,50.73,2.72,5.95
78.4,191.34,725.4,0.5,33.5,91.39,2.42,4.93
81.4,135.49,107.6,0.54,31.93,45.2,2.59,0.62
45.5,242.9,118.1,1.8,12.47,52.6,8.63,0.49
85.9,251.79,579.6,1.04,13.26,96.24,4.99,5.52
90.7,78.63,423.7,0.3,16.76,68.78,1.46,4.02
49.1,71.29,322.2,1.68,10.5,91.79,8.09,5.74
23.8,211.95,573.1,1.62,39.92,98.41,7.78,3.68
86.5,222.86,250.9,0.25,33.09,72.95,1.2,0.63
29.5,26.36,485.1,0.66,30.33,33.77,3.17,1.0
91.5,277.47,141.6,1.61,23.42,99.86,7.73,5.7
83.8,68.62,414.0,1.62,38.85,57.36,7.77,0.82
42.6,142.45,840.8,0.57,18.18,79.28,2.72,4.16
50.9,246.76,168.3,1.93,26.37,31.01,9.28,5.06
61.7,285.62,740.9,0.29,32.29,36.09,1.39,5.32
35.6,63.69,289.8,1.27,26.45,44.26,6.1,4.52
36.9,256.23,668.7,1.12,38.74,61.36,5.37,0.56
48.9,167.84,220.8,1.94,31.07,86.15,9.33,6.15
82.6,63.32,674.3,0.13,24.14,31.54,0.64,0.57
39.5,30.48,801.4,0.9,27.37,82.85,4.32,4.8
60.1,177.32,141.8,1.93,15.98,39.58,9.26,5.42
41.3,84.6,32.6,1.61,25.94,36.56,7.72,3.12
32.0,111.57,335.8,0.93,23.22,40.1,4.48,5.16
46.9,33.55,255.1,0.46,17.58,68.65,2.2,4.86
94.1,56.52,243.5,1.82,16.63,36.23,8.76,5.26
34.3,14.27,325.3,1.95,25.19,54.45,9.36,5.16
54.6,150.47,284.0,1.34,10.98,82.15,6.43,3.87
94.0,23.04,738.4,1.32,21.45,77.2,6.36,5.33
93.9,214.22,476.0,1.72,31.71,90.67,8.28,4.66
66.2,9.09,525.2,1.11,20.15,97.52,5.33,0.26
62.5,241.28,83.8,1.08,16.5,49.51,5.17,1.34
35.7,251.09,820.6,1.39,10.42,85.63,6.7,5.5
58.9,161.39,302.7,1.12,22.6,34.62,5.39,6.07
25.6,168.07,439.6,0.77,28.4,66.11,3.7,1.99
19.7,49.78,178.1,1.26,30.51,88.47,6.04,5.7
64.9,246.58,709.7,0.66,18.26,77.07,3.19,2.19
81.5,247.62,710.4,0.56,32.46,71.16,2.67,3.12
81.2,32.74,334.0,1.35,37.16,68.82,6.51,1.54
92.2,52.75,482.8,0.91,27.39,83.99,4.39,3.44
25.2,205.14,496.9,0.85,36.99,84.05,4.08,2.69
93.4,132.59,227.1,1.68,13.25,81.83,8.09,3.51
26.6,35.98,764.4,0.93,25.42,40.93,4.49,3.62
27.3,279.49,603.3,1.44,32.74,73.71,6.9,4.46
49.1,62.45,655.7,1.8,12.11,94.27,8.63,2.85
22.9,175.86,751.5,1.86,26.51,53.08,8.94,1.84
69.9,164.95,818.7,0.64,16.68,58.63,3.07,5.13
75.9,177.09,605.2,1.61,28.75,57.86,7.73,1.37
57.2,232.42,420.2,0.31,15.3,58.41,1.51,2.25
68.5,282.45,481.5,1.4,29.56,34.06,6.72,5.26
69.6,213.99,206.6,1.82,14.68,71.69,8.75,1.92
85.9,85.37,321.0,0.79,13.44,39.16,3.79,2.97
49.9,176.07,63.4,0.21,35.61,52.33,1.02,2.63
85.0,16.28,742.6,1.29,38.44,87.78,6.21,6.23
36.7,36.84,595.8,1.77,31.07,95.48,8.5,3.58
47.1,194.72,308.8,0.86,36.85,97.92,4.15,2.92
59.7,146.56,280.9,1.44,26.33,37.78,6.94,1.59
22.0,142.29,690.2,1.45,32.67,49.58,6.98,6.08
84.1,290.15,686.1,1.92,22.76,71.14,9.21,6.35
39.5,230.51,622.6,0.96,36.13,31.54,4.61,1.27
62.2,39.81,840.2,1.53,10.25,31.01,7.37,2.25
79.5,70.74,846.7,0.21,21.19,82.36,1.01,4.46
88.6,138.6,94.5,0.68,16.84,99.3,3.29,2.72
42.6,140.32,220.1,1.57,28.36,51.44,7.55,3.28
67.7,98.83,485.9,1.1,14.7,58.69,5.3,1.36
51.6,284.47,244.4,1.17,25.23,31.98,5.64,1.52
27.6,205.48,705.2,0.59,38.03,47.8,2.82,3.92
36.4,197.11,200.3,0.78,10.74,61.03,3.76,4.69
35.4,278.59,854.8,0.17,14.11,62.91,0.82,1.93
79.1,224.68,10.4,1.34,24.44,97.64,6.45,6.37
82.0,56.52,664.4,0.95,19.21,58.85,4.58,2.19
28.1,239.86,357.9,1.9,29.39,80.49,9.14,6.26
50.0,97.04,655.2,1.2,20.98,96.46,5.76,1.08
23.7,35.81,834.6,0.33,15.27,92.91,1.59,5.72
71.3,22.6,195.3,1.53,29.96,53.36,7.34,2.87
65.9,173.63,832.2,0.93,11.42,76.61,4.48,0.45
93.5,178.74,539.5,0.52,24.91,53.75,2.49,2.51
54.1,52.89,147.2,1.15,12.11,35.34,5.51,3.31
38.1,44.75,368.6,1.88,20.41,78.34,9.06,3.48
37.3,69.72,137.5,1.85,17.43,49.59,8.91,0.23
73.0,17.99,180.8,1.83,26.26,69.15,8.8,5.44
63.1,150.75,441.6,0.72,14.88,33.4,3.46,1.61
91.6,211.76,328.4,0.46,38.6,30.71,2.21,1.83
75.4,257.46,683.7,1.19,27.93,34.28,5.71,6.32
62.8,235.76,81.2,1.86,19.44,46.25,8.94,3.01
90.0,108.87,518.4,1.59,35.51,85.45,7.63,4.15
24.1,151.32,456.7,0.69,31.74,38.69,3.3,6.29
23.3,72.18,58.0,1.6,35.32,42.67,7.67,2.56
42.9,281.7,476.9,1.57,35.09,44.62,7.55,4.74
54.8,187.23,643.1,1.02,33.2,81.66,4.92,6.03
32.7,37.97,65.6,0.28,27.93,31.46,1.33,5.41
81.5,92.57,333.2,0.8,12.95,72.06,3.86,3.59
96.1,170.84,111.1,1.62,19.32,44.13,7.79,3.46
53.5,157.61,344.6,0.26,39.37,63.36,1.23,2.26
30.1,85.59,451.3,0.66,30.89,73.42,3.19,5.58
74.8,233.44,183.0,0.64,11.71,81.26,3.08,1.25
51.3,122.35,825.6,1.04,20.64,61.33,5.0,4.15
84.8,52.34,120.4,0.87,26.76,39.78,4.2,0.74
46.3,41.11,89.6,1.93,19.61,55.95,9.29,0.76
43.2,79.16,766.5,0.81,13.47,99.52,3.88,4.42
44.4,278.38,216.2,0.43,16.2,62.36,2.05,2.01
72.6,243.25,398.0,0.49,30.0,71.31,2.34,3.62
94.3,77.97,288.2,0.13,18.34,34.94,0.63,2.14
46.7,184.89,396.4,1.3,30.22,63.55,6.26,5.94
75.3,32.62,53.5,1.41,32.44,91.85,6.79,2.87
80.1,238.99,656.1,0.13,12.92,93.02,0.63,4.14
84.2,245.71,686.0,1.66,25.88,56.02,7.96,5.47
27.8,242.48,812.5,0.15,24.21,39.17,0.71,5.79
75.5,92.21,831.9,0.63,36.27,89.42,3.03,5.07
94.9,79.0,850.2,0.53,19.71,71.79,2.54,1.67
72.3,201.11,94.5,1.94,16.0,99.79,9.34,4.33
72.9,62.14,378.9,0.47,35.78,38.96,2.28,4.09
94.7,85.63,658.7,0.17,22.59,36.09,0.81,3.21
32.3,252.48,33.1,1.01,28.11,92.69,4.85,2.68
22.4,129.95,232.7,0.67,25.22,82.88,3.24,5.2
29.1,63.21,839.9,1.87,37.27,54.69,9.0,0.29
43.2,183.73,159.5,0.61,20.95,58.06,2.91,4.05
84.0,161.77,482.2,0.54,22.02,74.81,2.61,3.59
66.3,284.25,439.1,1.41,14.68,98.23,6.78,6.28
19.4,246.84,379.3,0.24,21.74,55.7,1.13,3.38
86.3,201.77,843.6,1.68,14.68,89.52,8.08,3.52
44.4,181.4,195.2,1.11,11.5,72.2,5.34,5.22
77.6,102.97,490.7,0.95,10.63,53.41,4.58,1.19
74.7,162.98,500.7,1.69,34.87,83.89,8.13,3.76
72.4,145.27,178.9,0.48,13.22,85.9,2.29,6.37
43.3,291.14,638.9,1.94,10.99,36.41,9.34,0.83
39.4,133.28,679.6,0.68,39.62,73.98,3.27,4.76
31.4,29.24,308.7,1.39,28.5,62.32,6.68,4.26
71.7,267.75,847.8,1.25,18.13,89.52,6.03,4.21
27.6,270.65,398.5,1.65,39.72,33.14,7.91,0.27
77.3,274.99,406.2,0.88,27.17,65.22,4.21,3.47
45.3,128.75,479.8,1.52,11.75,80.98,7.29,2.45
79.7,201.13,649.2,1.34,21.68,35.46,6.42,2.32
40.5,195.71,87.0,1.71,33.7,65.13,8.22,5.51
52.3,14.03,200.7,0.84,11.42,99.32,4.02,4.99
33.2,107.56,570.1,0.66,20.1,68.61,3.18,1.72
82.7,239.36,90.7,0.65,34.85,84.65,3.14,0.8
74.0,37.22,166.4,1.04,19.01,67.62,5.0,4.33
61.9,177.17,39.3,0.27,24.59,43.64,1.32,1.56
57.7,32.1,27.8,0.99,30.87,30.53,4.78,1.44
60.6,270.31,208.9,0.42,10.95,47.55,2.01,3.15
52.1,254.46,498.1,0.82,34.56,62.56,3.93,3.89
24.4,178.43,99.5,1.14,18.82,62.52,5.49,2.59
20.5,67.23,342.9,1.69,24.67,44.78,8.13,1.87
80.0,158.11,79.2,1.57,25.14,31.93,7.55,0.55
54.6,227.2,174.5,1.21,28.9,93.29,5.83,6.24
35.8,111.47,558.3,1.54,18.06,63.09,7.39,1.78
54.1,260.0,345.1,1.27,39.47,50.71,6.11,4.08
37.1,214.04,746.2,0.76,36.97,67.08,3.63,1.33
59.7,287.11,700.7,0.25,36.38,53.18,1.18,2.69
90.0,53.88,543.9,0.35,16.79,48.61,1.66,5.24
67.0,80.41,523.6,1.28,11.59,84.82,6.14,3.19
77.1,92.92,657.5,1.08,19.88,38.04,5.21,3.33
74.8,191.75,498.1,1.34,16.62,89.29,6.46,2.8
68.1,243.44,136.4,0.15,16.97,67.43,0.71,5.68
58.1,42.01,426.4,0.45,32.58,43.03,2.18,5.47
60.7,17.91,855.0,1.46,20.05,65.99,7.02,3.56
56.8,213.04,547.5,0.69,17.4,51.74,3.3,0.03
77.5,26.16,23.3,1.82,29.86,74.68,8.76,1.2
68.4,85.08,372.7,0.87,18.17,76.61,4.18,4.39
46.9,82.59,120.3,0.29,28.66,37.1,1.39,2.82
65.5,79.76,732.0,1.66,37.11,32.11,7.97,2.12
30.3,105.52,378.0,0.9,26.28,43.47,4.35,4.65
73.4,133.49,855.7,0.91,12.42,43.55,4.37,3.62
48.3,183.25,487.5,0.24,12.33,60.65,1.15,4.64
84.2,165.09,552.0,1.08,14.26,40.83,5.17,0.83
68.0,194.81,89.6,1.28,26.72,66.35,6.13,3.46
60.3,147.36,371.0,0.47,37.86,57.93,2.27,2.42
60.1,35.58,614.6,1.76,36.94,41.68,8.44,1.16
31.3,32.87,827.9,0.89,34.77,98.48,4.29,5.14
27.7,24.52,698.5,1.35,10.27,57.25,6.47,3.1
22.6,186.66,9.2,1.78,22.48,33.33,8.57,2.82
92.1,93.79,90.1,1.15,21.06,34.85,5.51,3.79
71.5,115.67,483.1,0.43,11.39,50.41,2.06,0.05
41.6,128.8,814.0,1.48,16.06,30.9,7.1,1.85
82.3,114.72,780.0,0.49,37.24,48.58,2.35,0.54
40.6,90.1,825.9,0.51,35.0,83.54,2.47,4.77
52.8,251.91,802.0,1.81,16.18,41.87,8.7,3.48
51.2,36.63,582.1,0.12,29.11,79.85,0.58,3.98
52.6,35.83,493.1,0.67,11.63,71.75,3.23,5.43
72.5,34.65,416.6,0.33,34.39,87.59,1.59,4.53
46.0,267.95,339.4,1.22,26.57,39.24,5.85,1.99
49.1,73.25,351.5,1.37,27.82,45.3,6.58,3.6
66.7,239.05,80.4,1.05,38.26,32.53,5.05,0.5
65.5,39.25,66.8,0.76,17.26,31.93,3.66,5.85
35.1,41.58,809.7,0.86,27.29,52.48,4.14,3.68
89.3,1.37,523.6,1.12,36.91,59.44,5.4,6.26
69.8,121.5,640.1,0.88,24.97,64.54,4.24,3.99
21.7,4.28,634.6,1.07,17.64,71.92,5.15,4.28
37.9,66.71,463.0,0.26,14.6,50.83,1.25,5.63
36.9,245.93,58.8,0.47,32.75,40.61,2.25,5.66
94.6,36.75,334.1,1.25,20.89,79.59,6.02,4.74
69.8,9.77,309.9,0.12,35.04,67.23,0.58,0.69
25.5,163.66,688.7,0.09,14.25,67.22,0.42,4.61
45.7,283.09,597.5,1.69,25.06,76.79,8.11,0.76
52.3,27.64,412.4,1.92,18.94,60.81,9.25,0.8
59.1,132.28,146.4,1.61,20.07,86.23,7.74,4.87
54.0,251.32,411.3,0.35,11.48,76.03,1.66,0.43
42.5,1.58,692.3,0.59,12.92,85.75,2.86,5.03
63.6,251.43,628.6,1.13,36.89,38.29,5.43,1.84
34.3,24.09,821.0,0.21,29.14,84.72,1.0,2.82
84.2,112.03,209.8,1.85,13.82,43.77,8.88,2.82
63.0,199.59,433.4,0.67,10.87,61.51,3.23,1.23
62.9,53.47,646.4,0.28,23.4,94.79,1.36,4.65
91.0,107.69,173.4,1.14,16.68,32.76,5.47,1.15
46.1,166.68,199.7,1.67,28.82,34.18,8.02,5.55
50.0,20.48,49.3,1.91,16.43,62.49,9.16,2.83
23.2,132.5,231.7,0.65,23.55,36.47,3.14,0.71
31.9,251.13,653.2,0.77,10.34,56.18,3.72,6.27
76.3,80.77,473.6,0.77,38.29,51.05,3.71,3.63
76.7,203.47,455.7,1.51,36.38,56.99,7.25,1.23
63.0,160.05,115.6,0.44,16.11,36.84,2.1,3.67
22.3,77.14,593.3,1.28,28.77,92.14,6.15,2.25
46.1,59.52,576.7,1.27,28.61,93.11,6.12,4.7
30.5,271.45,241.6,1.53,10.93,78.54,7.34,4.74
21.4,211.7,799.1,1.3,14.93,57.9,6.24,4.75
95.3,25.28,632.0,0.87,18.21,83.14,4.16,3.81
53.0,260.58,285.3,1.03,10.12,41.17,4.97,2.62
74.4,5.0,29.6,1.19,14.88,91.09,5.73,1.56
30.3,168.15,633.4,0.72,26.59,85.8,3.45,3.33
81.7,118.79,418.5,1.25,39.73,54.42,6.01,2.38
64.9,211.41,816.9,1.5,36.72,62.05,7.23,4.93
22.2,59.3,127.0,0.33,21.31,62.63,1.6,3.21
53.3,3.21,8.4,1.52,17.95,48.0,7.29,1.79
83.5,117.0,669.6,0.83,32.71,62.54,4.0,1.68
76.5,152.78,351.9,0.35,25.42,47.56,1.68,2.45
65.7,53.51,186.6,0.55,36.61,72.77,2.66,3.57
48.4,171.18,203.4,0.33,13.17,32.0,1.6,0.64
32.7,268.76,316.9,1.93,18.98,75.38,9.3,6.04
91.7,99.07,765.2,1.02,21.21,75.23,4.91,5.36
55.7,159.83,435.0,0.1,18.99,70.03,0.49,3.84
47.3,46.83,370.4,1.53,12.73,40.31,7.37,4.27
23.7,272.96,704.3,1.56,31.76,66.14,7.51,4.49
93.8,58.68,19.8,0.67,11.27,97.96,3.22,6.01
84.7,267.88,487.7,0.79,39.71,43.29,3.8,3.88
31.6,86.61,801.5,1.69,25.92,66.57,8.11,1.9
26.7,212.35,24.4,0.33,24.1,61.21,1.59,0.25
65.9,3.66,185.5,0.76,31.4,61.85,3.64,2.84
39.1,64.78,235.1,1.01,37.23,55.14,4.86,5.76
30.7,96.26,110.0,1.34,24.3,73.98,6.45,2.74
37.2,157.0,137.1,0.14,13.22,35.25,0.69,5.32
61.6,81.19,719.2,0.53,37.82,80.33,2.56,2.46
75.3,246.4,827.9,0.4,26.51,97.63,1.94,2.89
79.5,78.8,265.1,0.15,11.03,96.92,0.72,1.13
69.7,251.04,752.8,1.54,18.02,70.58,7.4,0.63
40.3,213.07,793.4,0.42,19.57,31.78,2.0,5.35
77.2,92.14,593.4,0.23,25.41,97.59,1.09,0.72
40.1,45.49,78.3,1.53,33.04,44.56,7.35,1.65
28.3,1.33,339.0,1.38,25.6,49.18,6.65,2.25
68.6,7.13,713.5,1.8,35.78,77.16,8.66,4.51
70.1,5.96,350.1,0.61,33.84,32.24,2.91,2.25
95.1,235.05,646.4,1.41,16.17,54.92,6.8,1.88
70.9,234.79,620.0,0.87,27.12,73.41,4.2,5.42
